"ObjectNumber","TextType","Description"
"1986.6.90                                 ","Luce Object Quote",""Once I saw a tragic old lady being wheeled on Madison Avenue. She was <i>alive in spirit</i> but her body was only half functioning. She still wanted to be young. A young, gentle, fascinatingly fresh companion was wheeling her. As I passed, spring was in the air, a delicate whiff of lilac perfume mixed with a faint background of crushed rose petals reached my nostrils & then my brain. I was disturbed . . . I went sadly on my way with a vivid memory which lingered on. I consider the painting to be one of the best I ever painted." Evergood, quoted in Mecklenburg, <i>Modern American Realism: The Sara Roby Foundation Collection</i>, 1998"
"1986.6.90                                 ","Luce Center Label","<p>Philip Evergood was a political radical who throughout his career sympathized with this country's less privileged citizens. But his sympathy also extended to those whose wealth could not shield them from the realities of life. In this painting, a dowager in an improbable hat and veil, her shrunken upper body at odds with swollen legs and ankles, gamely takes her daily promenade, even though a younger woman must wheel her around. The ravaged grande dame represents "a tragic old lady being wheeled on Madison Avenue" who, Evergood remembered, was "alive in spirit" even as her body betrayed her.</p>"
"1986.6.94                                 ","Luce Center Label","<p>Bruce Kurland painted this still life while he was living in the town of Curriers in Wyoming County, New York. He felt that the city offered dismal prospects for a representational painter and moved to the countryside, where he painted images that focused on simple objects "being revealed by light." Here, the dried bone, shriveled crab apple, and rusty cup emphasize the transformation of both natural and manmade materials over time. The dark, empty background highlights the delicacy and transitory nature of these strange objects.</p>"
"1986.6.94                                 ","Luce Object Quote",""One of the greatest evidences of life is change. The petals of a flower might get brown, nothing stays the same, nothing is still---only in pictures." The artist, quoted in <i>Bruce Kurland: Watercolors and Paintings</i>, Claude Bernard Gallery, 1986"
"1986.6.95                                 ","Luce Object Quote",""Composing is most important. I seem to gravitate to geometric forms. It is like opening a book of geometry; I may not understand the formula but I love the beauty of line." Lawrence, in Rago, "A Welcome from Jacob Lawrence," <i>School Arts</i>, 1963"
"1986.6.95                                 ","Luce Center Label","<p>Jacob Lawrence was inspired by the women in his Harlem neighborhood. Like his own mother, they worked hard to support their families and survived on very little money. In this painting a girl rests on a chair in front of two large windows. In one, a tall, elegant lady stands with a bouquet of flowers and in the other, a bride and groom dance and throw confetti. Windows and doorways were focal points of New York's brownstone neighborhoods, creating a link to life on the streets outside. But the bride and groom are clearly in a landscape beyond the city, and in this sense the windows have become screens onto which the young woman projects her fantasies.</p>"
"1986.6.97                                 ","Luce Center Label","<p>Honor&eacute; Sharrer's <i>Tribute </i>questions the future of working people in post--World War II America. The five-panel composition recalls medieval altarpieces, which often show an image of a saint surrounded by illustrations of his or her life. Here, the "saint" is a typical working man, who stands in front of a nineteenth-century factory with the faces of his workmates peering through arched windows behind. The framed design repeats this pattern of windows, as if we are looking from one factory building to another. In the 1930s, Americans celebrated working people to boost morale and speed the country's recovery from the Depression. But during World War II, labor activism fell by the wayside, and Sharrer painted this image in 1951 to record what she saw as the workers' "final bow." (Doss, "Sharrer's <i>Tribute to the American Working People,</i>" <i>American Art</i>, Fall 2002) The four smaller images---<i>Country Fair</i>, <i>In the Parlor</i>, <i>Farm Scene</i>, and <i>Public School</i>---show different moments in everyday life. In one sense, these episodes capture the spirit of play and the human comfort of community. But Sharrer's workers and children stand and look out at the viewer, as if some cold reality had brought them up short and they are uncertain of what to do next.</p>
<p>To view an interactive asset for this painting, visit the Archives of American Art's <a href="http://www.aaa.si.edu/exhibits/exhibit-sharrer-interactive/"><i>Anatomy of a Painting</i></a>.</p>"
"1986.6.97                                 ","Luce Object Quote",""In this picture I painted ordinary people . . . it is these distinguished-undistinguished players that moved and interested me." Artist's statement, 1979"
"1986.61                                   ","Luce Object Quote","<p>“If the completed work gives the onlooker a fraction of the joy I had in the making of it he’ll be satisfied. And I will, too." Ahron Ben-Shmuel, <i>Magazine of Art,</i> 1940</p>"
"1986.61                                   ","Luce Center Label","<p>Ahron Ben-Shmuel carved this portrait of Lillian Dudley Owen in the early 1930s, possibly just before her marriage in 1934. Owen was a member of the Smithsonian National Board and founder of the Hospitality and Information Service, which provides assistance for diplomats in Washington, D.C. The portrait’s minimal detail and exaggerated features resemble archaic Greek sculpture, which the artist studied during his apprenticeship.</p>"
"1986.64.1                                 ","Luce Center Label","<p>John Jauncey Ketchum (1770-1841) was born on Bermuda, the sixth generation of his family to inhabit that island. In 1795 he married a distant relative, Susannah Jauncey (1772-1861), in New York, which may have been the occasion for which this miniature was painted. The back of this locket is adorned with the initials “JK” in gold filigree, and interwoven locks of hair, possibly those of the newlyweds. The couple returned to Bermuda, raising eight children, and after Ketchum’s death Susannah returned to New York.</p>"
"1986.64.2                                 ","Luce Center Label","<p>This portrait of Benjamin Turo was probably painted while the artist was visiting the Caribbean islands in the early 1820s. There is no record of a Benjamin Turo living in Bermuda at this time.</p>"
"1986.65.1                                 ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.10                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.100                               ","Luce Center Label","<p>This painting shows the Statue of Liberty, chained and dressed in colorful "peasant" clothes, flying through a vivid blue sky. Fire shoots out of her jet-propelled shoes while a "magnet beam" rocket speeds along beside her. The spirit of 1953 may refer to the election of President Dwight Eisenhower, who presided over the jet age and America's cold war with the Soviet Union. The vivid colors and energetic brushstrokes evoke the optimism that accompanied the postwar boom, while the figure's chains probably symbolize the ongoing threat of the cold war.</p>"
"1986.65.101                               ","Luce Center Label","<p><i>Chapel In-The Fall-Wood</i> is the first painting Reverend Maceptaw Bogun completed. In this scene, a multicolored path leads to a small chapel nearly overwhelmed by autumn foliage. This combination of nature and religion reflects Bogun's Spiritualist belief that nature is an expression of God. He emphasized certain areas of the canvas, like the end posts of the footbridge and the leafy trees in the hills, by building up layer upon layer of paint, thus creating a richer texture on the picture plane. Bogun included an additional surprise in the star above the chapel's steeple, which is barely visible to the naked eye, by using a paint that glows in the dark. He also added the names of family, friends, and historical figures he admired, including the artist Michelangelo and the Iroquois leader Hiawatha, on a large rock in the foreground.</p>"
"1986.65.101                               ","Luce Object Quote",""As I started my first canvas, I felt that if the 'Big Boss' is with me, I might as well go ahead. I know now some angel must have been guiding my hands, putting the ideas of what to do next into the empty canvas of my mind." The artist, quoted in Hemphill, <i>Twentieth-Century American Folk Art and Artists,</i> 1974"
"1986.65.106                               ","Luce Center Label","<p>This landscape by Thomas Chambers probably shows a view along the <st1:place>Hudson River</st1:place> in <st1:State><st1:place>New York</st1:place></st1:State>, where Chambers lived and worked in the 1830s and again in the 1860s. He combined actual features of the landscape with elements from his imagination, heightening the colors and emphasizing the linear edges of natural forms. In this image the dark silhouette of the stone arch stands out, emphasized by the vivid tones of orange and red in the sky. The light appears inconsistent throughout the painting, as if Chambers combined observations from different times of day into one image.</p>"
"1986.65.107                               ","Luce Center Label","<p>Uncle Jack Dey created this brightly colored scene to show the moment when Adam and Eve were cast out from paradise. An angel flies down to greet the couple with an eviction notice, while their bleak future is spelled out in a note on the ground: Gravy train gone. Adam settled down. Work hard in the barren land . . . Dey copied the figures from a reproduction of Michelangelo's Sistine Chapel ceiling, but instead of showing a large, threatening snake as their tempter, he painted a small creature that hides in the grass. (Lynda Hartigan, <i>Made with Passion</i>, 1990) The artist filled the painting with stripes and dabs of pure color to evoke Eden's lush surroundings.</p>"
"1986.65.108                               ","Luce Center Label","<p>Albina Felski often took almost a year to complete one painting, carefully working from the top to the bottom of a large canvas without making any sketches. This painting shows a chaotic eight-ring circus with almost every imaginable act taking place simultaneously, from dancing bears and trapeze artists to an animal tamer in a cage full of leopards. Felski was probably inspired by a childhood trip to the circus, and managed to cram all of her colorful, jumbled memories into one painting.</p>"
"1986.65.109                               ","Luce Center Label","<p>Erastus Salisbury Field painted this portrait while working as a traveling portrait painter, fulfilling commissions around the Connecticut River valley. <i>Portrait of a Woman with a Shawl</i> is typical of Field’s plain-style portraits, with simplified forms and few shadows. Such portraits contrast with his later dreamscapes and historical and biblical scenes, which are often rich in fantastic and humorous details.</p>"
"1986.65.11                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.112                               ","Luce Center Label","<p>Peter Oliver Foss painted a woman in extravagant surroundings to evoke wealth and luxury, but the uncaged bird and spilled fruit suggest that she might want to break free of her constricted world. Rich tones of red and gold paint fill the canvas, highlighting the figure’s elaborate gown and the exotic splendor of her “gilded cage.”</p>"
"1986.65.113                               ","Research Notes","1986.65.113.pdf"
"1986.65.114                               ","Luce Center Label","<p>Victor Joseph Gatto was not particularly religious, but he painted several fantasy images based on characters from the Bible. He used tiny brushes to build up thick layers of color, giving his subjects a glowing, otherworldly quality. He painted <i>Adam and Eve</i> at the moment of temptation, when Eve hands the apple to Adam; the flat, empty landscape beyond suggests the figures are standing on the edge of Eden. In <i>Suffering Christ</i>, Gatto depicted Jesus just before the crucifixion. The figure’s vivid red hair and pale skin emphasize the blood flowing from his forehead and chest, while his calm expression disguises his pain.</p>"
"1986.65.117                               ","Gallery Label","<i>Stag at Echo Rock</i> exemplifies the untrained but inventive style characteristic of much folk art. Untutored in the mechanics of perspective, this artist has produced a gripping image in which the background seems to tilt toward us, skewing our sense of depth. Though flattened, the image is rich in visual patterning and attention to detail, and is clearly made by someone intimately familiar with these rural surroundings.<p>Exhibition Label, Smithsonian American Art Museum, 2006"
"1986.65.119                               ","Luce Center Label","<p>This image of a young boy has been attributed to the artist Milton Hopkins, who painted portraits in <st1:place><st1:PlaceName>New York</st1:PlaceName> <st1:PlaceType>State</st1:PlaceType></st1:place> and <st1:State><st1:place>Ohio</st1:place></st1:State> during the first half of the nineteenth century. We know little about the sitter, Samuel Holland, because there were several people of the same name living in the <st1:country-region><st1:place>United States</st1:place></st1:country-region> at that time. The artist painted a whip to show that the child was male, a necessary symbol in a period when boys wore skirts until they were five or six. The boy gazes directly at the viewer with large dark eyes that stand out against his pale skin and fair hair, and his fancy costume suggests he was a member of a wealthy household. Early in the nineteenth century, children often died in infancy, and parents commissioned portraits of their sons and daughters as keepsakes.</p>"
"1986.65.12                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.120                               ","Luce Center Label","<p>The identity of this sitter is unknown. On the eve of marriage, young women often had their portraits made, and this portrait likely marked that event. The woman wears a fine dress ornamented with an elaborate lace collar, and a gold and jade chain with a miniature painting hangs around her neck (<i>Face to Face: M.W. Hopkins and Noah North</i>, Museum of Our National Heritage, 1988). Her sober expression and elaborate hairstyle, worn “up” as a matron would do, help to convey a sense of gravity at a turning point in her life.</p>"
"1986.65.122                               ","Luce Center Label","<p>Gustave Klumpp was fascinated by the nude female figure and painted many fantasy landscapes of unclothed people in exotic surroundings. He sometimes painted himself into the image, too, as a voyeur looking on from the sidelines. In this bird’s-eye view of a nudist colony, the rows of trees, winding pathways, and lack of perspective create a colorful, two-dimensional pattern that almost distracts us from its provocative subject.</p>"
"1986.65.122                               ","Luce Object Quote","<p>“My philosophy of art painting . . . is expressed in the visualization of painting beautiful girls in the nude or seminude and in fictitious surroundings . . .” Gustave Klumpp, “Abbreviated History of My Life,” 1972</p>"
"1986.65.125                               ","Luce Center Label","<P>Known as the "painter of the impossible," Alexander Maldonado created colorful paintings of imaginary worlds free from pollution, bigotry, and parking problems. His use of neon colors, coupled with the futuristic, fanciful architecture, has often been described as "Las Vegas Gothic." In <I>United State Mint—In God We Trust</I>, Maldonado gives us his version of what government architecture will look like in the future. The United States Mint has a facility in San Francisco, where Maldonado lived for much of his life; however, the building's severe concrete façade bears no resemblance to the sleek black structure in this painting. The 5,572-foot elevation above sea level, too , is a marked difference from that of San Francisco, where the highest point is only 925 feet. The people in the foreground peer over a guardrail and across a busy highway to the Mint building atop rolling hills. By creating a number of obstacles between them and the building, Maldonado could be suggesting that the gap between upper and lower classes will not be any closer in the future. The colored dots used across the canvas are a common element throughout many of Maldonado's paintings, and he once claimed to have used over 100 colors in a single image. </P>
<P>This artwork was recommended by citizen curators as part of our <A href="http://www.flickr.com/photos/americanartmuseum/4137662647/in/set-72157613328866883/">Fill the Gap</A> project on Flickr. They said: </P>
<P>"I like cars." Alexandre, Mrs. Keier's Class</P>
<P>"It looks interesting. It also shows how money oriented the USA is."</P>
<P>"United State? The missing "s"-- You gotta showcase it! It's so sovereign."</P>"
"1986.65.126                               ","Luce Center Label","<p>Alexander Maldonado created many paintings that showed his vision of a world free from pollution, war, racism, and parking problems. He called <i>San Francisco to New York in One Hour</i> a "twentieth-century painting," because he thought rapid travel across the country might actually happen before the year 2000 (Lynda Hartigan, <i>Made with Passion</i>, 1990). The stripes, swirls, and dots of color in this image evoke a fast-paced, high-tech world in which it is easy to imagine people being propelled across the country in just a few minutes. Maldonado often decorated the front and back of his frames and once claimed to have used more than a hundred colors (Cathy Curtis, "An intriguing interview with Bay Area artists," <i>The Independent and Gazette</i>, May 7, 1980).</p>"
"1986.65.127                               ","Luce Center Label","<p>Hulda Martin was originally from Rehoboth, Massachusetts, in the southeastern part of the state. The portraitist, possibly Massachusetts artist Frederick Mayhew, emphasized her gentility by posing the fifty-five-year-old matron with a book. Details of Hulda’s lace, her modest jewelry, and an ornately painted chair enliven this otherwise sober portrait.</p>"
"1986.65.128                               ","Luce Center Label","<p>Justin McCarthy painted many images of movie stars based on photographs from newspapers and magazines. The actress Linda Darnell made her movie debut in 1939 at the age of sixteen, becoming Hollywood's youngest leading lady. McCarthy painted the young star with flushed cheeks and a sneering expression, perhaps to mock her reputation as the "girl with the perfect face." She wears a revealing dress and no jewelry, evoking a famous scene from her 1949 movie <i>A Letter to Three Wives</i>: When told "If I was you, I'd show more of what I got. Maybe wear something with beads," Linda replied, "What I got don't need beads." (Classic Movie Favorites Web site, Linda Darnell Biography, 2002)</p>"
"1986.65.13                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.131                               ","Luce Center Label","<p>Louis Monza was a passionate pacifist and socialist whose dramatic paintings highlighted the brutality of war. This image shows a grim group of figures huddled together against a backdrop of war-torn buildings. The piano player represents Franklin D. Roosevelt, while the drummer is Vyacheslav Mikhailovich Molotov, a key figure in the Bolshevik Revolution and Soviet commissar of foreign affairs in the 1940s (Josephine Gibbs, "Louis Monza, Primitive," <i>Art Digest</i> 18, November 1943, and Lynda Hartigan, <i>Made with Passion</i>, 1990). Monza's painting illustrates the uneasy alliance that brought the Second World War to an end and hints at the events that soon put these players at odds with one another.</p>"
"1986.65.131                               ","Luce Object Quote",""What goes in has to come out, I paint what I think and feel, whether it is good or bad. My works are my conscience and my mind." Louis Monza, "The Independent Style of a Self-taught Artist," Carol Hazard, <i>Palos Verdes Peninsula News</i>, April 17, 1982"
"1986.65.133                               ","Luce Center Label","<p>Sturtevant Hamblin and William Matthew Prior charged their patrons higher prices for their portraits according to the amount of shading and detail they requested. The artists would have charged a high price for this portrait, since they included the pleats in the gentleman’s shirt and the shadows around the cleft of his chin. The gold pencil, which he wears around his neck, marks this sitter as a man of letters.</p>"
"1986.65.134                               ","Luce Center Label","<p><i>Woman with Gold Necklace</i> combines the Prior-Hamblin School’s enthusiasm for portraiture, ornamental painting, and landscape scenery. Aside from a lively business in portraiture, William Matthew Prior painted several landscape scenes, which he referred to as “fancy pieces,” a term used in the late eighteenth and early nineteenth century to describe a variety of arts such as decorative painting, knitting, and quilting. His advertisements boasted that he worked “in a very tasty style.” (Vlach, <i>Plain Painters: Making Sense of American Folk Art, </i>1988)</p>"
"1986.65.136                               ","Luce Center Label","<p>In Buddhist and Hindu traditions, Nirvana is the ultimate liberation, a state of existence free from all suffering or desire. This painting, however, suggests that the artist did not think his own end would be quite so peaceful. The hovering vulture, falling figure, and melting sun painted in somber colors express the sense of desperation that the German poet Ernst Eckstein described in a poem: "And lonely sounds in the endless space/ The Song of everlasting dead" (Sidney Janis, <i>They Taught Themselves</i>, 1942).</p>"
"1986.65.136                               ","Luce Object Quote",""The <i>Nirwana</i> picture is freedom from all condition of existence. Nirwana is the shore of salvation for those who are in danger of being drowned in life's confusion." Max Reyher, quoted in Sidney Janis, <i>They Taught Themselves</i>, 1942"
"1986.65.138                               ","Luce Object Quote",""My paintings are not complicated, but they have a soul in them." Jon Serl, "Inside the Outsiders," <i>Art and Antiques</i>, Summer 1990"
"1986.65.138                               ","Luce Center Label","<p>Jon Serl lived an isolated life in Capistrano, California, avoiding interaction with other people whenever possible. He never planned his paintings but just put down on the canvas whatever came into his head, describing each one as a "discovery" (Robert L. Pincus, "The World According to Serl," <i>The San Diego Union</i>, January 18, 1987). This image of three figures and two dogs was inspired by a group of young boys who were pestering the artist. To keep the children occupied, he told one of them to lie on an old piece of board. When he saw what it looked like, Serl decided it "had to live" and so painted the image onto the wood, adding colorful costumes to the figures to evoke a trio of musicians. (Phone conversation with the artist, September 21, 1989)</p>"
"1986.65.14                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.141                               ","Luce Center Label","<p>E. Stearns created this painting two years after the Wall Street crash left many Americans unemployed and desperate. The image shows “King Capital” raising his hand in a feeble attempt to stop the crowd of angry people descending from the sky. The mass of anonymous heads and arms represent all the people who suffered during the Depression, while the glamorously dressed figures symbolize the wealthy, watching in horror as the mob advances.</p>"
"1986.65.142                               ","Luce Center Label","<p>Mose Tolliver was able to stand only with the aid of crutches after a factory accident injured his legs in the late 1960s. He then began to paint, and the exaggerated legs and crutches in this self-portrait emphasize his physical disabilities. Tolliver often used unconventional materials in his paintings and here included pieces of his own hair around the head and upper lip.</p>"
"1986.65.144                               ","Luce Center Label","<p>Burnham’s Hotel was built in the early nineteenth century near New York City. Hotels like this were popular with wealthy families, who enjoyed the open space a short distance away from the city. A book from the 1890s describes life in one of these luxurious hotels: “On each fine summer afternoon the spacious grounds were filled with ladies and children, who sauntered at their leisure, having no fear of annoyance and confident of perfect immunity from affront.” (Abram C. Dayton, <i>Last Days of Knickerbocker Life in New York</i>, 1897) The artist probably made a living by selling portraits of popular resorts to visitors who wanted a keepsake of their trip. (Lynda Hartigan, <i>Made with Passion</i>, 1990)</p>"
"1986.65.146                               ","Luce Center Label","<p>This painting was created by an unknown artist in <st1:State><st1:place>Pennsylvania</st1:place></st1:State>, probably during the mid- to late nineteenth century. Folk art collector Herbert Waide Hemphill Jr. acquired the piece in 1962 and added the unusual frame, which is carved and stained to resemble tree limbs. The Erie Railroad was chartered in 1832, and the first train ran from <st1:State><st1:place>New York</st1:place></st1:State> to <st1:place>Lake Erie</st1:place> in 1851, with President Millard Fillmore as a passenger. In this painting, the sweeping track and accompanying telegraph poles emphasize the dramatic growth of transport and communications during the second half of the nineteenth century. The man fishing in the foreground, however, evokes a simpler time when the world moved less quickly.</p>"
"1986.65.148                               ","Luce Center Label","<p>Fred Campbell probably painted this violent image towards the end of World War II. The serpent was a popular wartime symbol of Hitler, comparing him to Satan in the Garden of Eden (Lynda Hartigan, <i>Made with Passion</i>, 1990). Planes fly overhead, dropping bombs on the buildings, while a small figure stands on the winged serpent with a chain around Hitler’s neck. The identity of this barely clothed man remains a mystery, and it is difficult to tell whether he is controlling the dictator or torturing him.</p>"
"1986.65.149                               ","Luce Center Label","<p>In the early nineteenth century, prosperous Americans along the eastern seaboard hired traveling artists to create their portraits in a forthright style made popular in colonial times by itinerant limners. This portrait of an unidentified gentleman follows that style, with strong lines that suggest, but don’t realistically replicate, the man’s features and the details of his costume. Most clients for such portraits lived outside the major urban centers of Boston, New York, and Philadelphia, and it is likely that this gentleman was a plantation owner of some means.</p>"
"1986.65.151                               ","Luce Center Label","<p>This sign was probably painted for a candy factory in Hoboken, New Jersey. Images from the Middle East became fashionable in the early twentieth century, and the domed building on this sign, which resembles the Blue Mosque in Istanbul, reinforces the idea that the candy actually came from the “Orient.”</p>"
"1986.65.155                               ","Luce Center Label","<p>This painting appears to show a mining site on Todt Hill, Staten Island. The unknown artist chose to paint a busy crossroads, with wagons carrying ore back and forth and a stagecoach full of passengers. The Chinese laborers in the image suggest that the artist added details from his imagination, however, because there are no records of Asian residents or workers on the island in the mid-nineteenth century. (Lynda Hartigan, <i>Made with Passion</i>, 1990)</p>"
"1986.65.159                               ","Luce Center Label","<p>Many artists have immortalized the image of Mary holding the dead body of Jesus. Malcah Zeldis is a devout Jewish woman and finds it difficult to explain why she painted this Christian scene: “All I can say is that it was done after I attended a wedding which moved me very deeply. Somehow, very strong feelings were stirred up” (Herbert W. Hemphill, Jr., and Julia Weissman, <i>Twentieth-century American Folk Art and Artists</i>, 1974). Zeldis painted stark contrasts throughout the image to heighten the emotional impact of the scene: Leafless trees reach into the sky like the arms of the crucified, and white clouds fly across the top of the painting like messengers between heaven and earth.</p>"
"1986.65.17                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.18                                ","Luce Center Label","<p>Late nineteenth- and early twentieth-century glassblowers often made “glass whimsy” canes as a diversion from commercial production. They twisted, stretched, and blew colored glass to create decorative walking sticks that were too fragile to use (George Meyer, <i>American Folk Art Canes</i>, 1992).</p>"
"1986.65.192                               ","Gallery Label","An immigrant from Mexico, Martín Ramírez was diagnosed with paranoid schizophrenia and was institutionalized at the DeWitt State Hospital near Sacramento, California. He created this fantastical scene while hospitalized by piecing together scraps of paper and drawing with scavenged ends of pencils and crayons. The baroque-style church with domed towers and red tile rooftops in this drawing resembles the Spanish colonial architecture of Ramírez's native land.<p>Exhibition Label, Smithsonian American Art Museum, 2006"
"1986.65.2                                 ","Luce Center Label","<p>G. W. Rich stenciled the words <i>Chattanooga</i>, <i>Chickamauga</i>, and <i>Atlanta</i> on this cane to commemorate three Civil War battles---the Union victories at Chattanooga under General Ulysses S. Grant and at Atlanta under General William T. Sherman; and the Confederate victory at Chickamauga, Georgia, under General Braxton Bragg.</p>"
"1986.65.21                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.22                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.23                                ","Luce Center Label","<p>Artists decorate canes with a wide variety of images, from traditional carvings of snakes and birds, to nude women, political figures, and celebrities. Some artists highlight the natural shape of the wood by applying relief designs onto twisted branches and roots, while others carve three-dimensional shapes into the shaft. Images of animals are the most popular decoration, but many canes also show patriotic, fraternal, and political themes. (George Meyer, <i>American Folk Art Canes</i>, 1992)</p>"
"1986.65.230                               ","Luce Center Label","<p>Felipe Archuleta began by carving animals around his home in New Mexico such as rabbits, sheep, and burros. The more exotic animals came later and were inspired by images he saw in <i>National Geographic</i> magazine. (Nancy Schraffenberger, “A Natural Talent,” <i>Guideposts,</i> March 1987) Archuleta was both pleased and dismayed by the attention he received for his carvings. Although he enjoyed having his work praised, the growing orders for animals restricted the subject matter of his carvings and kept him working constantly. (Lynette I. Rhodes, <i>American Folk Art From the Traditional to the Naïve</i>, 1978)</p>"
"1986.65.230                               ","Luce Object Quote","<p>“I am not worthy to be a santero [carver of wooden saints]. So I will carve animals.” Felipe Archuleta, quoted in Chuck and Jan Rosenak<i>, Museum of American Folk Art Encyclopedia,</i> 1990</p>"
"1986.65.231                               ","Luce Center Label","<p>Steve Ashby created this sculpture a few years after his wife died. The woman’s frenzied expression and wild hair suggest that he associated pregnancy with anger and fear, and may relate to the fact that he and his wife did not have any children of their own.</p>"
"1986.65.233                               ","Gallery Label","The Blacks opened a small rock shop and refreshment stand along the desert highway in California's Death Valley in 1953. Their property, affectionately named Possum Trot, became home to the Fantasy Doll Show. Calvin carved, Ruby dressed the dolls, and together they attached speakers to their backs that played original recorded songs and voices for each one.<p>Though Sylvia's dress has been tattered by the wind, weathering has not erased her features. She originally wore a hat and sat on a table beside a wind-driven, outdoor merry-go-round amid other whirligigs and roadside attractions. Like their other eighty creations, Sylvia possesses a distinct personality.<br /><br /><p align=center> "This is a doll show for people who like art.  Art, real art, this is it. Don't come in if you don't like Art."<br />&#151;Calvin Black<p>Exhibition Label, Smithsonian American Art Museum, 2006"
"1986.65.234                               ","Luce Center Label","<p>Miles Carpenter was known around Waverly, Virginia, for filling his truck with life-size wood carvings of people and large animals and driving it around town. <i>Bull’s Head</i> was part of the original collection in the truck. Carpenter parked his truck next to his roadside store as a way of attracting customers.</p>"
"1986.65.234                               ","Luce Object Quote","<p>“I just manufacture ‘em, that’s all. Those monsters just come out of my head.” Miles Carpenter, quoted in Jann Malone, “He Manufactures Monsters,” <i>Richmond Times Dispatch, </i>October 6, 1974</p>"
"1986.65.236                               ","Luce Object Quote","<p>“If I can make something look funny and ugly, I’m delighted. I just love to watch people look at my stuff and see the pleasure they get from it. The funny looking things---they take to it better.” Miles Carpenter, quoted in James L. Mathis, “Art for Folks,” <i>VCU Magazine,</i> May 1974</p>"
"1986.65.236                               ","Luce Center Label","<p><i>Monkey Dog</i> is one of the many animals, both real and imagined, that Miles Carpenter carved out of wood. Along with his “root monsters” and watermelon slices, the monkey dogs are some of the most popular (Lynda Hartigan, <i>Made with Passion</i>, 1990). Carpenter enjoyed adding humor to his figures and admitted that sometimes he created ugly animals and did not know what they were. (Jann Malone, “He Manufactures Monsters,” <i>Richmond Times Dispatch,</i> October 6, 1974) </p>"
