ConstituentID,TextType,BioDsp,PrimaryBio
180,Artist Biography,"<P>Painter. Nephew of Crescencio Martinez, Awa Tsireh received a brief formal education in his home village, San Ildefonso Pueblo, New Mexico. He was inspired to paint by his uncle, whom he soon surpassed in graphic skills. About 1917 Awa Tsireh was commissioned by Edgar L. Hewett to make paintings of Indian ceremonies. This brought him into daily contact at the School of American Research with Indian painters Fred Kabotie (Hopi) and Ma-Pe-Wi (Zia) and artist William P. Henderson, who occupied studios there. By the thirties, after his work had appeared in major exhibitions of Indian art in Chicago and New York, Awa Tsireh enjoyed a national reputation. With India ink and a brilliant, distinctive palette, he produced decorative paintings of great precision. His style developed from a naive realism, used to depict genre and dance scenes, through more abstract phases featuring landscape ""props"" and stylized animal forms. Awa Tsireh had a profound influence on the work of many other artists, who were inspired by his wide range of subject matter, delicacy of draftmanship, color variations, and preservation of indigenous design elements.</P>  <P>References</P>  <P>Boyd. <I>Popular Arts of Spanish New Mexico,</I> pp. 374每75.</P>  <P>Wroth. <I>Christian Images in Hispanic New Mexico,</I> pp. 115每22.</P>  <P>Charles Eldredge, Julie Schimmel, and William H. Truettner <I>Art in New Mexico, 1900每1945: Paths to Taos and Santa Fe</I> (Washington, DC: National Museum of American Art, Smithsonian Institution, 1986)</P>",NULL
190,Luce Artist Biography,"<p>Ludolf Backhuysen first worked as clerk in an Amsterdam trading house and as a calligrapher. After two prominent marine painters taught him to paint, however, he decided to follow in their path. Backhuysen was never a starving artist. His third wife was in the silk business and left him a large fortune at her death; two years later he married a prosperous merchant＊s daughter. In 1663, Backhuysen joined the Amsterdam Guild of Painters and soon thereafter became the leading marine painter in Holland with his energetic paintings of military battles and Amsterdam＊s mercantile trade.</p>",NULL
194,Artist Biography,"<p>Growing up in Haverhill, Massachusetts, Bacon witnessed first-hand the changes wrought by industrialization and urbanization on the New England landscape. First settled in 1640, Haverhill was one of the oldest towns in the Commonwealth. By the time of the Civil War, however, it was a center of the shoe-making industry in America and well on its way to becoming a mill city. From this urban environment Bacon marched off to fight with the Thirteenth Massachusetts Infantry. After his army service, Bacon traveled to Paris to study painting at the &Eacute;cole des Beaux Arts. Unlike his peers, however, who returned to the states after an encounter with impressionism, Bacon remained abroad for the majority of his career, painting conservative historical genre scenes and pictures of the exotic Middle East. Dissimilar in subject matter, Bacon's paintings share a moralizing tone and a pervasive nostalgia for a primitive, pre-industrial past. Bacon's American subjects proved to be highly popular and his magnum opus, <i>The Boston Boys and General Gage, 1775,</i> was exhibited in Memorial Hall at the 1876 Centennial Exposition in Philadelphia.</p><p>William H. Truettner and Roger B. Stein, editors, with contributions by Dona Brown, Thomas Andrew Denenberg, Judith K. Maxwell, Stephen Nissenbaum, Bruce Robertson, Roger B. Stein, and William H. Truettner <i>Picturing Old New England: Image and Memory</i> (Washington, D.C.; New Haven, Conn; and London: National Museum of American Art with Yale University Press, 1999)</p>",NULL
195,Artist Biography,"<p>Painter, portrait painter, caricaturist, illustrator, lithographer, writer, art educator. Peggy Bacon studied with John Sloan and Kenneth Hayes Miller. Her sharp wit was evident in her contributions to the <i>New Yorker</i> and <i>Vanity Fair</i> as well as in the more than 60 books she illustrated, including several publications of her own short stories and poetry.</p><p>Joan Stahl <i>American Artists in Photographic Portraits from the Peter A. Juley & Son Collection</i> (Washington, D.C. and Mineola, New York: National Museum of American Art and Dover Publications, Inc., 1995)</p>",NULL
196,Artist Biography,"<p>Although his talent was evident in childhood drawings, circumstances prevented Andrea Badami from pursuing his artistic inclinations until later in life. When he was a child, Badami and his parents returned to their native Corleone, Sicily; as a young man, he was unwillingly conscripted into Mussolini's army despite his American citizenship and was taken prisoner by the British. Upon his release in 1947, Badamireturned to the United States, and within two years was able to send for his wife and young daughter in Sicily. His need to support a growing family postponed an artistic career until the 1960s.</p><p>By the early 1970s, Badami's work had been recognized in shows at Creighton University in Omaha, and in an exhibition of contemporary primitive painters circulated by the American Federation of Arts.</p><p>Lynda Roscoe Hartigan <i>Made with Passion: The Hemphill Folk Art Collection in the National Museum of American Art</i> (Washington, D.C. and London: National Museum of American Art with the Smithsonian Institution Press, 1990)</p>",NULL
196,Luce Artist Quote,"I enjoy painting sometimes. Some day I will make a good painting---a masterpiece of work, some day before I die. Andrea Badami, quoted by Gregg Blasdel in <i>Symbols and Images</i>, courtesy Mr. and Mrs. Elias Getz, <i>Twentieth-century American Folk Art and Artists</i>, Herbert W. Hemphill Jr. and Julia Weissman, 1974",NULL
196,Luce Artist Biography,"<p>Although he was born American, Andrea Badami moved with his family to their native home in Sicily when he was very young. An early teacher urged Badami's parents to enroll him in art lessons, but they thought this was a waste of time and sent him to work on the family farm instead. Badami traveled to America as a teenager, but soon returned to Sicily, relating that ""there's nothing to make money [in America]. At least in Corleone, I can sleep under the olive trees."" During World War II, he was drafted into the Italian army and sent to North Africa. The British captured him and he spent six years as a prisoner of war in India and England. He settled in Omaha with his wife and daughter after his release, and worked for the Pacific-Union railroad. In 1960, Badami declared the work in a local art gallery to be a ""bunch of junk! I can do better,"" and immediately went home to paint a landscape on his dining room wall (Chuck Rosenak, ""Rediscovering Andrea Badami,"" <i>The Clarion</i>, Spring/Summer 1987).</p>",NULL
198,Luce Artist Biography,"<p>William Jacob Baer was at the forefront of the miniature-painting revival in the late 1890s. He began his formal training at the Munich Royal Academy, where he won several medals and was one of the few students to have his work purchased by the board of directors. He returned to the United States in 1895, and spent several years teaching painting and illustration. In 1892, influenced by patron Alfred Corning Clark, he began painting miniatures. He was a founder of the American Society of Miniature Painters and eventually served as its president and treasurer for twenty-five years.</p>",NULL
206,Artist Biography,"<p>Saul Baizerman was awarded a scholarship to the Imperial Art School in Odessa on the strength of his first work in clay. In 1910 he immigrated to the United States, locating briefly in Boston before settling permanently in New York City. There he studied art at the National Academy of Design and subsequently enrolled at the Beaux-Arts Institute of Design as its first sculpture student. In 1920 Baizerman won a public competition to create a Civil Liberty monument for Grant's Tomb in New York but rejected the coveted commission to pursue the possibilities of hammered metal, a technique he discovered while working on small cast bronzes. Intrigued by the transitory effects of light and shadow on hammered metal surfaces, Baizerman executed ""City and the People,"" his first series using the technique in hammered bronze. By 1921 he had started to work in hammered copper, which remained his preferred medium.</p><p>During the twenties Baizerman traveled frequently to Europe, lured by the need to prepare for a 1924 solo exhibition in London, as well as by the artistic and architectural treasures of France, Russia, and Italy. In 1931, however, the loss of almost all his art in a fire that demolished his studio effectively put an end to Baizerman's transatlantic journeys. Two years later, salvaging what he could from the ruins of his workshop, the artist presented his first American solo exhibition, featuring small bronzes from the twenties, at New York's Eighth Street Gallery. From 1934 to 1940 he conducted sculpture, drawing, and anatomy classes at his own art institute, the Baizerman Art School. After 1940, although he continued to teach at the American Artists School and the University of Southern California, Baizerman's energy primarily was directed to his own work.</p><p><i>National Museum of American Art</i> (CD-ROM) (New York and Washington D.C.: MacMillan Digital in cooperation with the National Museum of American Art, 1996)</p>",NULL
207,Artist Biography,"<p>Bryant Baker studied in London at the City and Guild Technical Institute and the Royal Academy of Arts. His decorative carvings and sculpture were installed at Westminster Abbey and other cathedrals. In 1916 he moved to the United States and served in the army, working to rehabilitate American veterans from World War I by modeling artificial limbs. Baker won commissions for busts of five presidents, including John F. Kennedy. He also made bronze and marble statues of other political figures such as Abraham Lincoln and Henry Cabot Lodge. He was a Fellow of the National Sculpture Society, the Royal Society of British Sculptors, and a life member of St. George's Society.</p><p><i>National Museum of American Art</i> (CD-ROM) (New York and Washington D.C.: MacMillan Digital in cooperation with the National Museum of American Art, 1996)</p>",NULL
207,Luce Artist Biography,"<p>Bryant Baker was born in <st1:City><st1:place>London</st1:place></st1:City> into a family of sculptors and craftsmen. He studied at the Royal Academy of Arts and created decorative carvings for Westminster Abbey and the <st1:State><st1:place>Victoria</st1:place></st1:State> and <st1:place><st1:PlaceName>Albert</st1:PlaceName> <st1:PlaceName>Museum</st1:PlaceName></st1:place>. While at the academy, he was chosen by King George V and Queen Alexandra to model a statue and bust of King Edward VII. The royal family were so pleased with his work that they requested fourteen replicas of the bust in marble. In 1916 he came to the <st1:country-region><st1:place>United States</st1:place></st1:country-region> and volunteered in the Medical Corps, making artificial limbs and face masks for injured soldiers. He created sculptures of many presidents, including a seventeen-foot statue of George Washington and busts of William H. Taft, John F. Kennedy, and Calvin Coolidge.</p>",NULL
211,Artist Biography,"<p>Born in London, Robert Peter Baker came from a family of sculptors and carvers. At age ten he began studying at the Lambeth School of Art and continued at the City and Guilds Technical Institute; this was followed by five years at the Royal Academy of Arts. At twenty-one he was working for sculptor Adrian Jones on the architectural sculpture for the top of the memorial arch to Inigo Jones in Hyde Park. His ability to model portraits and the figure won him a medal at the Royal Academy in 1911. A pacifist, he came to America to avoid military service at the outbreak of World War I and remained the rest of his life. Initially he established a studio in Boston, where he hired as an assistant young  Donald De Lue and supported himself through portraits and commissions for architectural sculpture. Baker's main interest, however, was figurative sculpture of imaginative subjects in a romantic, symbolist vein similar to the work of the French sculptor Auguste Rodin. During the 1920s he worked in Paris and New York City, then moved in 1929 to Woods Hole, Massachusetts, where he died in 1940.</p><p><i>National Museum of American Art</i> (CD-ROM) (New York and Washington D.C.: MacMillan Digital in cooperation with the National Museum of American Art, 1996)</p>",NULL
215,Luce Artist Biography,"<p>Cyrus Baldridges life was a great adventure. When he was very young, he traveled from city to city while his mother worked as a seamstress and peddler. In Chicago, Charity Eliza Baldridge marched Cyrus to the School of the Art Institute and persuaded an instructor to take her boy on. His drawing of a child in a haystack was pronounced the best in a class of older, more experienced students. Baldridge served as a staff illustrator in the First World War, capturing the swagger of American doughboys who perished on the fields of Belgium and France. In Paris as the war wound down, he met Caroline Singer, a Californian who had served in the Red Cross. Together, they forged a partnership, traveling to China and Japan, across the Middle East and into Africa. Caroline wrote books about their journeys and Cyrus contributed the sketches he had made as they wandered. Baldridge was a top illustrator in New York from the 1920s until 1952, when he and Caroline retired to Santa Fe, whose walled streets reminded them of Peking (modern-day Beijing). Caroline died of Alzheimers in the early 1960s, and Cyrus shot himself a decade later, after contracting cancer.</p>",NULL
218,Artist Biography,"<p>Ball rose to prominence as the growing United States sought to commemorate its civic heroes in public spaces as well as in the home. Although he is best known for his larger-than-life equestrian statue of George Washington in the Boston Public Garden, Ball was also one of the first American sculptors to patent and cast in bronze affordable domestic statuary. He made a career of portraying statesmen and historical figures, rendered in a naturalistic style somewhere between the inexpensive, moralizing sculpture groups cast in plaster by John Rogers and the high-style neoclassical marbles of Thomas Crawford and Hiram Powers. Ball was born in Charlestown, Massachusetts. The son of a house and sign painter, he served a brief apprenticeship with the Boston engraver Abel Brown before opening his own studio as a miniaturist and portrait painter. Soon after, Ball gave up his easel, distracted by a romantic disappointment and, according to legend, transferred his attention to a lump of clay. He found his calling and relocated to Italy. Although Ball made periodic trips back to the states, and his work was included in such major exhibitions as the 1893 World's Columbian Exposition in Chicago, he remained an expatriate until 1897, when he moved to Montclair, New Jersey.</p><p>William H. Truettner and Roger B. Stein, editors, with contributions by Dona Brown, Thomas Andrew Denenberg, Judith K. Maxwell, Stephen Nissenbaum, Bruce Robertson, Roger B. Stein, and William H. Truettner <i>Picturing Old New England: Image and Memory</i> (Washington, D.C.; New Haven, Conn; and London: National Museum of American Art with Yale University Press, 1999)> (Washington, D.C.; New Haven, Conn; and London: National Museum of American Art with Yale University Press, 1999)</p>",NULL
218,Luce Artist Quote,"<p>※I hold that in a perfect work of art the artist＊s own imagination should be depicted, but in so unobtrusive a manner as to require to be looked for, but when found, not to be mistaken.§ Thomas Ball, <i>My Fourscore Years</i></p>",NULL
218,Luce Artist Biography,"<p> Thomas Ball began his career as an artist when he was eighteen by painting miniature portraits in a small attic studio in Boston. To make extra money, he sang bass for the choir of St. Paul＊s Church. Ball began sculpting at the suggestion of a fellow artist and found he had a natural gift for it. His love of music inspired him to carve a bust of singer Jenny Lind, the ※Swedish Nightingale.§ It was an immediate success and launched his career. In 1854 the artist traveled to Florence to study sculpture, and became close friends with a group of expatriate artists living there, including the sculptor Hiram Powers and the poets Robert and Elizabeth Barrett Browning. Ball lived and worked in Florence almost exclusively until 1897. He dabbled in poetry and music, and wrote an autobiography titled <i>My Fourscore Years</i>.</p>",NULL
221,Luce Artist Quote,"<p>※I believe when a painter applies his brush without purpose, without hope, labor becomes a habit, a sluggish, soulless habit.§ The artist, quoted in ※Hugo Ballin＊s Mural Paintings in Temple B＊nai B＊rith, Los Angeles,§ <i>The American Magazine of Art</i>, August 1930</p>",NULL
221,Luce Artist Biography,"<p> Early in his career, Hugo Ballin painted idealized scenes of mythical figures and stories. His career took a detour after World War I, however, when he moved to Hollywood to become an art director. He returned to painting after a few years and created large, colorful murals for many public buildings on the West Coast. In 1936 he played a trick on the New Deal administrators who were granting mural projects to artists. He submitted eight designs: seven serious proposals and one ※hoax§ that showed scenes of heavy drinking, suicide, violence, and sex. To his surprise, this entry was chosen by the United States Treasury for a post office in Inglewood, California, and Ballin had to explain that he ※would not think of accepting taxpayers＊ money for painting . . . a mess of cooked-up vulgarity§ on a post office wall.</p>",NULL
226,Artist Biography,"<p>Bannister created a sensation when one of his paintings won first prize at the Philadelphia Centennial Exposition in 1876. He was also a respected and knowledgeable art critic.</p><p><i>Paintings by African Americans from the collection of the National Museum of American Art: A Book of Postcards</i> (Washington, D.C.: National Museum of American Art in cooperation with Pomegranate Artbooks, 1991)</p>",Primary
226,Artist Biography,"<p>""All that I would do I cannot&#151;that is, all I could say in art &#151;simply from lack of training, but with God's help I hope to deliver the message he entrusted to me.""  George W. Whitaker, ""Reminiscences of Providence Artists,"" <i>Providence Magazine, The Board of Trade Journal</i> (Feb. 1914): 139.</p><br /><p>Edward Mitchell Bannister's determination to become a successful artist was largely fueled by an inflammatory article he read in the <i>New York Herald</i> in 1867, that stated ""the Negro seems to have an appreciation for art while being manifestly unable to produce it."" Ironically, less than a decade later, in 1876, Bannister was the first African-American artist to receive a national award.</p><p>Bannister was born in November 1828 in St. Andrews, New Brunswick, Canada. His father was a native of Barbados, West Indies. The racial identity of Bannister's mother, Hannah Alexander Bannister, who lived in New Brunswick and whom Bannister credited with fostering his earliest artistic interests, is not known. Bannister's father apparently died early, and after the death of his mother in 1844 he lived with a white family in New Brunswick. Bannister left his foster home after several years and took a job at sea, as was customary for many young men from St. Andrews.</p><p>In 1848 Bannister moved to Boston where he held a variety of menial jobs before he became a barber and eventually learned to paint. Bannister painted in the Boston Studio Building, and also enrolled inseveral evening classes at Lowell Institute with the noted sculptor-anatomist Dr. William Rimmer.  Only a few of Bannister's paintings from the 1850s and 1860s have survived, preventing a stylistic assessment of his early period in Boston. While Bannister lived in Boston he must have seen and been influenced by the Barbizon School-inspired paintings of  William Morris Hunt who had studied in Europe and held numerous public exhibitions in Boston during the 1860s. American landscape painters were increasingly aware of the simple rustic motifs and pictorial poetry of French Barbizon paintings by Jean-Baptiste Corot, Jean-Fran&ccedil;ois Millet, and Charles-Fran&#231;ois Daubigny in the midnineteenth century.</p><p>On June 10, 1857, Bannister marriedChristiana Cartreaux, a Narragansett Indian who was born in North Kingston, Rhode Island. The couple had no children. Christiana worked as a wigmaker and hairdresser in Boston, and her Rhode Island background might have prompted the Bannisters to move from Boston to Providence, Rhode Island, in 1870.</p><p>Since Bannister's artistic studies were limited, it is remarkable, indeed, that within five years after his arrival in Providence, one of Bannister's paintings was accepted in thePhiladelphia Centennial Exposition of 1876. The painting, <i>Under the Oaks</i>, was selected for the first-prize bronze medal. Bannister related in considerable detail that the judges became indignant and originally wanted to ""reconsider"" the award upon discovering that Bannister was African American. The white competitors, however, upheld the decision and Bannister was awarded the bronze medal. The location of the painting has not been known since the turn of the century. </p><p>Following the Centennial Exposition, Bannister's reputation grew and numerous commissions enabled him to devote all his time to painting. He executed a large number of landscapes, most of which depict quiet, bucolic scenes rendered in somber tones and thick impasto. While Bannister'sinitial influence probably stemmed from the Barbizon-inspired works of William Morris Hunt, his paintings are reflective of an artist who loved the quiet beauties of nature and represented them in a realistic manner. Bannister's middle-period landscapes of the 1870s were generally executed in broad masses of heavy impasto with few details. They also evoke a tranquil mood that became one of the hallmarks of Bannister's style. Later landscapes of the 1880s and 1890s employed a more gentleimpasto and loosely applied broken color similar to impressionist techniques.</p><p>Many of Bannister's landscapes are small and have darkened considerably with age. His paintings contain no social or racial overtones, and the small figures seen frequently in his landscapes appear to be white. Although the majority of Bannister's paintings are landscapes, he also painted figure studies, religious scenes, seascapes, still lifes, and genre subjects. Bannister was attracted primarily to picturesque motifs including cottages, castles, cattle, dawns, sunsets, and small bodies of water, and he portrayed nature as a calm and submissive force in his works.</p><p>In spite of his limited training and experience, Bannister was among Providence's leading painters during the 1870s and 1880s. He was well liked and respected by his fellow citizens. On January 9, 1901, Bannister died while attending a prayer meeting at his church.  Shortly after his death, the Providence Art Club mounted a memorial exhibition of 101 of Bannister's paintings owned by Providence collectors. Bannister's grave in North Burial Ground, Providence, is marked by a rough granite boulder ten feet high bearing a carving of a palette with the artist's name and a pipe. A bronze plaque also adorns the monument and is inscribed with a poem, which reads in part, ""This pure and lofty soul . . . who, while he portrayed nature, walked with God.""  Edward M. Bannister was the only major African-American artist of the late nineteenth century who developed his talents without the benefit of European exposure.</p><p>Regenia A. Perry <i>Free within Ourselves: African-American Artists in the Collection of the National Museum of American Art</i> (Washington, D.C.: National Museum of American Art in Association with Pomegranate Art Books, 1992)</p>",NULL
226,Luce Artist Quote,"All that I would do I cannot . . . but with God's help I hope to deliver the message he entrusted to me. Edward Mitchell Bannister, ""Reminiscences of Providence Artists,"" in Whitaker, <i>Providence Magazine, The Board of Trade Journal</i>, 1914",NULL
226,Luce Artist Biography,"<p>Edward Mitchell Bannister was one of the few African American painters of the nineteenth century to win significant recognition. He grew up on the coast in New Brunswick, and spent several months working as a ship's cook. He lost both his parents when he was young and moved to Boston, where he took sculpture classes and learned photography. Bannister faced an uphill battle to become a professional artist. In 1867 the <i>New York Herald</i> stated that ""the Negro seems to have an appreciation of art"" but went on to assert that blacks were ""manifestly unable to produce it"" (Driskell, <i>Two Centuries of Black American Art</i>, 1976). Bannister decided to prove the article wrong and in 1876 achieved his goal when one of his paintings won a medal at the Philadelphia Centennial Exposition. When he arrived to claim his prize, however, he was refused entry because he was black. Bannister was a founder and member of the Providence Art Club and was an original board member of the Rhode Island School of Design.</p>",NULL
235,Artist Biography,"<p>Patrocinio Barela started out as a carver of <i>bultos</i> (religious sculptures), depicting traditional figures of saints, but later focused on subjects that were more expressive of his everyday experiences and feelings. Barela, who spent most of his life as a wood carver in Taos, New Mexico, worked from 1936 to 1943 under the auspices of the Works Progress Administration's Federal Art Project.</p><p><i>Hispanic-American Art</i> (brochure, Washington, D.C.: National Museum of American Art)</p>",NULL
235,Luce Artist Biography,"<p>Patroci?o Barela ran away from Taos, New Mexico, when he was twelve. He wandered from state to state for the next twenty years, working a wide variety of odd jobs and carving whenever he had the chance. In 1930 a friend asked him to fix a broken carving of a santo (saint) and Barela enjoyed it so much that he started making his own religious images. During the New Deal years, he worked for the Works Progress Administration ※[hauling] dirt and gravel§ until someone noticed his carvings and asked him to become a craftsman instead. Barela created sculptures based on current events as well as stories from the Bible. (Patroci?o Barela, Oral History, Archives of American Art, Smithsonian Institution)</p>",NULL
236,Luce Artist Biography,"<p>A painter, printmaker, and art teacher, Xavier Barile came to the United States from Italy when he was fifteen. He studied at the Cooper Union and Art Students League, but his greatest influence came from his teacher, John Sloan, a member of a group of artists known as the Ashcan School. Sloan and his friends painted scenes of New York's lively streets, and their journalistic eye and antiestablishment spirit captivated Barile. He joined the Society of Independent Artists, a group formed in 1916 to organize exhibitions of contemporary art free from the pressures of juries and prizes. Barile also was known for the adult art courses he taught at his small New York City studio, ""Palette Atelier.""</p>",NULL
240,Artist Biography,"<p>Born in Bellefonte, Pennsylvania, George Grey Barnard began his art studies at the School of the Art Institute of Chicago in 1882. The following year he went to France, where he remainedfor more than ten years, studying at the &Eacute;cole des Beaux Arts from 1884 to 1887. Barnard's work was stronglyinfluenced by that of the French master Auguste Rodin. Using the nude to signify themes such as love and the relationship between nature and humankind, Barnard worked primarily in stone. In 1894 his sculpture won acclaim at the salon of the Societ&eacute; Nationale des Beaux-Arts in Paris. Soon afterward he returned to the United States and settled in New York City.</p><p>From 1900 to 1904 he taught at the Art Students League while continuing to exhibit his work internationally and to execute numerous commissions. In 1902 he was commissioned to create sculptures for the Pennsylvania State Capitol in Harrisburg&mdash;the largest such commission awarded to an American up to that time. The project, consisting of more than sixty figures representing the history of humankind, occupied Barnard for eight years and made him famous. Among his other commissions was a series of statues of Abraham Lincoln for several cities.</p><p>Barnard was also renowned for his collection of medieval art, which became the basis of the Cloisters at the Metropolitan Museum of Art. A second collection amassed by Barnard was soldby his estate to the Philadelphia Museum of Art. Barnard spent his last years working on an antiwar monument entitled <i>Rainbow Arch,</i> which was left uncompleted upon his death in New York City in 1938.</p><p><i>National Museum of American Art</i> (CD-ROM) (New York and Washington D.C.: MacMillan Digital in cooperation with the National Museum of American Art, 1996)</p>",NULL
240,Artist Biography,"<p>One of the most original sculptors of his day, he gained prominence at the Paris Salon in 1894 with <i>Struggle of the Two Natures.</i> His vast collection of medieval sculpture eventually formed the core of the collection of the Cloisters in New York City.</p><p>Joan Stahl <i>American Artists in Photographic Portraits from the Peter A. Juley & Son Collection</i> (Washington, D.C. and Mineola, New York: National Museum of American Art and Dover Publications, Inc., 1995)</p>",Primary
240,Luce Artist Quote,"<p>※All art must be founded upon nature and not curbed by it.§ Artist quoted in S. J. Woolf, ※George Grey Barnard, Embattled Sculptor, Talks of His Life of Strife§</p>",NULL
240,Luce Artist Biography,"<p> George Grey Barnard＊s larger-than-life marble sculptures earned him the nickname of the ※modern Michelangelo.§ He was born in rural Pennsylvania to a Presbyterian minister who moved the family from town to town in the Midwest. At age fifteen, Barnard became a taxidermist, which required him to build armatures and model forms. These skills, along with his love of classical art and his work as an engraver, led him to become an artist. He moved to Chicago to study at the Art Institute and on to Paris in 1883 to study at the 谷cole des Beaux-Arts. Against the advice of his teachers, including the famous sculptor Rodin, he moved back to America to get married. He stayed in the United States until his death, preserving his reputation as a leading sculptor with several important commissions, including a portrait of Abraham Lincoln.</p>",NULL
241,Artist Biography,"<p>A well-known daguerrean artist in Oswego, New York, George N. Barnard had opened a photography studio in Syracuse by 1854.  He subsequently became affiliated with Mathew Brady's gallery in Washington, D.C., and photographed Lincoln's inauguration in 1861.  As an official Union Army photographer during the Civil War, he was given two mules, a covered wagon, and an African-American driver to follow several military campaigns, most notably General William Tecumseh' Sherman's famous march in 1864 from Chattanooga to Atlanta.  His reminisces of General Sherman, Ulysses S. Grant, and Joseph Hooker made interesting reading for patrons of <i>Harper's Weekly, Leslie's,</i> and other contemporary periodicals and were illustrated by line engravings of his photographs.  Prompted by the success of Alexander Gardener's <i>Photographic Sketchbook of the War,</i> Barnard published <i>Photographic Views of Sherman's Campaign</i> in 1866.  Including sixty-one photographs, a small volume of historical text, and several official campaign maps, the album weighed twenty pounds and sold for one hundred dollars.</p><p>Barnard made at least three photographs of the area around New Hope, Georgia, after the week-long battle in May 1864 between General Joseph Johnston's southern forces and Sherman's troops.  He often focused on broken trees and ravaged ground, as well as other melancholy views, such as the Jones Memorial on the grounds of Bonaventure Plantation near Savannah.  Barnard's album presents a complex symbolic picture of the appalling looses suffered in this national conflict.</p><p>Merry A. Foresta <i>American Photographs: The First Century</i> (Washington, D.C.: National Museum of American Art with the Smithsonian Institution Press, 1996)</p>",NULL
245,Artist Biography,"<p>Painter and printmaker, teacher at the Art Students League. Barnet's images of women and domestic scenes, distinctive in their emphasis on flat painting surfaces, are meditative in tone.</p><p>Joan Stahl <i>American Artists in Photographic Portraits from the Peter A. Juley & Son Collection</i> (Washington, D.C. and Mineola, New York: National Museum of American Art and Dover Publications, Inc., 1995)</p>",Primary
245,Artist Biography,"<p>Between 1927 and 1930 Barnet studied at the School of the Museum of Fine Arts in Boston, and in the mid 1930s he taught in New York at the Art Students League and the New School for Social Research. Throughout his career Barnet has been a figurative artist, although in the late 1940s he experimented with eliminating realistic space and began using semiabstract forms to convey what he felt were substances and forces in nature. In the mid 1950s, he reduced his images to simple pictographs, although basic human shapes could still be discerned. Around 1960, however, he became dissatisfied with his attempts to unite human and abstract forms, and sought a fresh approach. Starting in 1962, when he exhibited a new series of paintings that reasserted the human figure as his primary subject matter, Barnet has continued to explore themes of meditation and human relationships.</p><p>Virginia M. Mecklenburg <i>Modern American Realism: The Sara Roby Foundation Collection</i> (Washington, D.C.: Smithsonian Institution Press for the National Museum of American Art, 1987)</p>",NULL
245,Luce Artist Quote,"I have always searched for clarity and harmony over violence, chaos and accidents. The artist, 1989, quoted in  <i>Will Barnet</i>, Springfield Art Museum, 2001",NULL
245,Luce Artist Biography,"<p>Will Barnet studied at the School of the Museum of Fine Arts in Boston, then moved to New York in 1930 to attend the Art Students League. He worked as a printer for the school and experimented with techniques such as lithography, etching, and woodcutting. After his first son was born, Barnet began a series of paintings that show scenes of family life. He experimented with abstraction for several years, aiming to ""eliminate realistic space"" in favor of simple geometric forms. His later work was more representational and focused almost entirely on the female form, emphasizing the contrast between natural curves and rigidly composed backgrounds of horizontal and vertical forms. (""Will Barnet, Works of Six Decades,"" <i>American Art Review</i>, June-July 1994)</p>",NULL
